"id","analytic_betweenness","analytic_coefficient","analytic_degree_total","analytic_degree_out","analytic_degree_in","analytic_closeness","label"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fblogs.cul.columbia.edu%2Fdssc%2Ffeed%2F&chan=n&num=5&au=n&desc=48&date=n&targ=y&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"https://blogs.cul.columbia.edu/dssc/feed","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fblogs.cul.columbia.edu%2Fdssc%2Ffeed%2F&chan=n&num=5&au=n&desc=0&date=n&targ=n&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=http%3A%2F%2Febooks.cambridge.org%2Ffeeds%2Frss%2Ffeed_CD_rss_2.0.xml&chan=n&num=5&au=n&desc=0&date=n&targ=n&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=http%3A%2F%2Fwww.springerlink.com%2Fearth-and-environmental-science%2F%3FOnline%2BDate%3DIn%2Bthe%2Blast%2Bmonth%26Content%2BType%3DBooks%26Language%3DEnglish%26sortorder%3Dasc%26export%3Drss&chan=n&num=5&au=n&desc=0&date=n&targ=n&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fblogs.cul.columbia.edu%2Fjournalism%2Ffeed%2F&chan=n&num=5&au=n&desc=0&date=n&targ=y&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fscript.google.com%2Fmacros%2Fs%2FAKfycbyVtXuyBNQZevxxJnCda1IDZRe0UVUEJh-Opvf0XZCc0Hotv4A%2Fexec%3F534450203709812738&chan=n&num=3&au=n&desc=0&date=n&targ=n&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fblogs.cul.columbia.edu%2Fscience%2Ffeed&chan=n&num=3&au=n&desc=0&date=n&targ=y&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.columbia.edu/cgi-bin/cul/resolve?clio9489955","0.000000","0.052632","20","0","20","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=https%3A%2F%2Fblogs.cul.columbia.edu%2Fmusic%2Ffeed%2F&chan=n&num=3&au=n&desc=0&date=n&targ=y&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://ludwig.cul.columbia.edu/feed2js/feed2js.php?src=http%3A%2F%2Fclio.columbia.edu%2Fnew_arrivals%3F%26_%3D1376672396431%26commit%3DSearch%26f%255Bacq_dt%255D%255B%255D%3Dmonths_6%26f%255Blocation_facet%255D%255B%255D%3DMilstein%26f%255Blocation_facet%255D%255B%255D%3DButler%2BReserves%26f_operator%255Blocation_facet%255D%3DOR%26format%3Drss%26layout%3Dquicksearch%26page%3D0%26q%3D%26range%255Bpub_date_sort%255D%255Bbegin%255D%3D2005%26range%255Bpub_date_sort%255D%255Bend%255D%3D2013%26rows%3D50%26search_field%3Dall_fields%26sort%3Dacq_dt%2Bdesc%252C%2Btitle_sort%2Basc%26utf8%3D%25E2%259C%2593&chan=n&num=10&au=n&desc=0&date=n&targ=y&utf=y&html=y","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.columbia.edu/cgi-bin/cul/resolve?ANH4254","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.export.gov/safeharbor/","0.000000","0.000000","1","0","1","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/publishing/feed/","0.000000","0.100000","6","0","6","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/uncategorized/feed/","0.000000","0.000000","6","0","6","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Publishers+and+publishing.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/typographic-collection/feed/","0.000000","0.000000","6","0","6","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/russian-eastern-european-collections/feed/","0.000000","0.000000","5","0","5","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/performing-arts/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/oral-history/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/events/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/medieval/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/human-rights/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/literature/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/history-of-mathematics-science/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/finds/feed/","0.000000","0.000000","4","0","4","0.000000","_"
"http://www.journalism.columbia.edu/event/1513?class=more","0.000000","0.000000","2","2","0","2.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Victor%2C+Joan+Berg.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/columbia-university/feed/","0.000000","0.000000","3","0","3","0.000000","_"
"http://irwgs.columbia.edu/blog/feed","0.000000","1.000000","6","0","6","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/book-arts/feed/","0.000000","0.000000","3","0","3","0.000000","_"
"https://blogs.cul.columbia.edu/rbml/category/american-history/feed/","0.000000","0.000000","3","0","3","0.000000","_"
"http://thebeautifulproject.org/","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Church+and+social+problems%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Reeves%2C+Rosser%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22New+Yorker--%28New+York%2C+N.Y.%3A+1925%29%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Publishers+and+publishing%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Seveso+%28Italy%29%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Whiteside%2C+Thomas%2C+1918-1997.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog/6863010","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Journalism%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Nader%2C+Ralph%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Odets%2C+Walt%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Notebooks%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Clurman%2C+Harold%2C+1901-1980%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Brenman-Gibson%2C+Margaret%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Davis%2C+Sammy%2C+1925-1990%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Gibson%2C+William%2C+1914-2008%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Odets%2C+Clifford%2C+1906-1963%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Plays%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/browse/shelfkey_full/rbms+ms%201636%20processed%20+9746888","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Investments--Social+Aspects%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Interfaith+Center+on+Corporate+Responsibility%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Investments--Moral+and+ethical+aspects%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22McLaughlin%2C+Joseph+M.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Miner%2C+Roger+J.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Meskill%2C+Thomas+J.%2C+1928-2007.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Newman%2C+Jon+O.+%28Jon+Ormond%29%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Mulligan%2C+William+Hughes%2C+1918-1996.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Moore%2C+Leonard+P.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Pratt%2C+George+C.+%28George+Cheny%29%2C+1928-%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Pooler%2C+Rosemary+S.+%28Rosemary+Shankman%29%2C+1938-%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Correspondence.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Cabranes%2C+Jose+A.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Columbia+University.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Calabresi%2C+Guido%2C+1932-%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog/b394797","0.000000","0.000000","1","0","1","0.000000","_"
"https://clio.columbia.edu/catalog?format=atom&q=%22Court+calendars.%22&search_field=subject","0.000000","0.000000","1","0","1","0.000000","_"
"http://iserp.columbia.edu/content/harrison-white","0.000000","0.000000","1","0","1","0.000000","_"
"http://iserp.columbia.edu/content/jonathan-cole","0.000000","0.000000","1","0","1","0.000000","_"
"http://studentaid.ed.gov/PORTALSWebApp/students/english/PSF.jsp","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613694.ics&main.id=613694&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613432.ics&main.id=613432&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613689.ics&main.id=613689&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613681.ics&main.id=613681&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613695.ics&main.id=613695&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613686.ics&main.id=613686&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&rtcontenttype=text/calendar&layout=plain&rtcontentdisposition=filename%3Devent613666.ics&main.id=613666&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/calendar?&main.now=12-15-2015&rtcontenttype=text/calendar&main.filter=&layout=plain&main.cal=we&rtcontentdisposition=filename%3Devents.ics&main.c_id=&main.ctrl=eventmgr.list&main.view=calendar.icslist","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/courseweb","0.000000","0.000000","1","0","1","0.000000","_"
"http://www.law.columbia.edu/media_inquiries/news_events/2015/november2015/righting-wrongs-report","0.000000","0.000000","2","0","2","0.000000","_"
"https://apply.sipa.columbia.edu/apply/","0.000000","0.000000","16","0","16","0.000000","_"
"https://sipa.columbia.edu/events/rss.xml","0.000000","0.000000","8","0","8","0.000000","_"
"https://sipa.columbia.edu/news/rss.xml","0.000000","0.000000","9","0","9","0.000000","_"
"https://ajam.app.boxcn.net/s/6z67y6d9o0azx18yxojt4fhef03vsgyx","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Economics&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bauthor_facet%5D%5B%5D=Oginni%2C+Simon+Oyewole&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Environmental+law&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Public+policy&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/series_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bsubject_facet%5D%5B%5D=Public+policy","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Web+studies&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/series_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bsubject_facet%5D%5B%5D=Web+studies","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Environmental+law","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Environmental+law","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Environmental+law","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bsubject_facet%5D%5B%5D=Environmental+law","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bsubject_facet%5D%5B%5D=Environmental+law","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bgenre_facet%5D%5B%5D=Articles&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bgenre_facet%5D%5B%5D=Articles","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bgenre_facet%5D%5B%5D=Articles","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bgenre_facet%5D%5B%5D=Articles","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bgenre_facet%5D%5B%5D=Articles","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Urban+planning","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Urban+planning","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Urban+planning&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Urban+planning","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bsubject_facet%5D%5B%5D=Urban+planning","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bsubject_facet%5D%5B%5D=Urban+planning","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bauthor_facet%5D%5B%5D=Caytas%2C+Joanna+Diane&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bauthor_facet%5D%5B%5D=Caytas%2C+Joanna+Diane","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bauthor_facet%5D%5B%5D=Moitui%2C+Joash+Ntenga&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bauthor_facet%5D%5B%5D=Moitui%2C+Joash+Ntenga","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Boriginator_department%5D%5B%5D=Earth+Institute","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Boriginator_department%5D%5B%5D=Earth+Institute","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Boriginator_department%5D%5B%5D=Earth+Institute&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Boriginator_department%5D%5B%5D=Earth+Institute","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Boriginator_department%5D%5B%5D=Earth+Institute","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Boriginator_department%5D%5B%5D=Earth+Institute","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/series_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Sustainability&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/department_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/author_facet?f%5Bsubject_facet%5D%5B%5D=Sustainability","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog.rss?f%5Bsubject_facet%5D%5B%5D=Climate+change&sort=record_creation_date+desc","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/series_facet?f%5Bsubject_facet%5D%5B%5D=Climate+change","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/pub_date_facet?f%5Bsubject_facet%5D%5B%5D=Climate+change","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/genre_facet?f%5Bsubject_facet%5D%5B%5D=Climate+change","0.000000","0.000000","1","0","1","0.000000","_"
"http://academiccommons.columbia.edu/catalog/facet/subject_facet?f%5Bsubject_facet%5D%5B%5D=Climate+change","0.000000","0.000000","1","0","1","0.000000","_"
